USAF,WBAN,YRMODAHRMN,YR,MO,DA,HRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,WW,WW,WW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
654720,99999,200705050300,2007,5,5,300,270,11,***,722,***,*,*,*,6.2,**,**,**,*,81,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200705041200,2007,5,4,1200,210,15,***,15,BKN,2,5,6,9.4,**,**,**,*,91,72,1009.4,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200705040800,2007,5,4,800,270,11,***,98,BKN,*,*,*,7,**,**,**,*,82,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705040730,2007,5,4,730,270,11,***,98,BKN,*,*,*,7,**,**,**,*,81,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705040700,2007,5,4,700,280,11,***,98,BKN,*,*,*,7,**,**,**,*,81,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705040630,2007,5,4,630,260,14,***,98,BKN,*,*,*,7,**,**,**,*,79,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705040600,2007,5,4,600,270,7,***,98,BKN,5,3,6,9.4,**,**,**,*,80,74,1009.8,29.83,******,***,78,*****,*****,*****,*****,**
654720,99999,200705040400,2007,5,4,400,270,6,***,722,SCT,*,*,*,7,**,**,**,*,79,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200705040300,2007,5,4,300,280,9,***,722,***,*,*,*,6.2,**,**,**,*,79,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200705040200,2007,5,4,200,270,9,***,722,***,*,*,*,6.2,**,**,**,*,81,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705040100,2007,5,4,100,270,11,***,722,***,*,*,*,7,**,**,**,*,82,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705040000,2007,5,4,0,250,11,***,722,***,9,3,0,9.4,13,**,**,2,82,76,1011.4,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705032330,2007,5,3,2330,260,6,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705032300,2007,5,3,2300,270,15,***,722,***,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705032230,2007,5,3,2230,240,14,***,722,***,*,*,*,7,17,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705032200,2007,5,3,2200,230,6,***,722,***,*,*,*,7,17,**,**,*,84,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705032100,2007,5,3,2100,220,14,***,10,BKN,*,*,*,7,**,**,**,*,84,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705032000,2007,5,3,2000,230,14,***,722,***,*,*,*,7,**,**,**,*,84,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705031800,2007,5,3,1800,210,15,***,246,BKN,9,3,6,12.5,**,**,**,*,86,75,1008.4,*****,******,93,***,*****,*****,*****,*****,**
654720,99999,200705031700,2007,5,3,1700,***,***,***,722,***,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200705031200,2007,5,3,1200,290,6,***,16,BKN,9,0,2,12.5,**,**,**,*,92,74,1010.2,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200705030700,2007,5,3,700,270,11,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705030600,2007,5,3,600,270,9,***,98,***,5,3,*,9.4,**,**,**,*,80,75,1010.6,29.83,******,***,80,*****,*****,*****,*****,**
654720,99999,200705030500,2007,5,3,500,260,9,***,722,SCT,*,*,*,7,**,**,**,*,81,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705030400,2007,5,3,400,280,9,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705030300,2007,5,3,300,280,3,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705030200,2007,5,3,200,260,7,***,722,SCT,*,*,*,7,**,**,**,*,81,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705030100,2007,5,3,100,270,3,***,722,SCT,*,*,*,7,**,**,**,*,82,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705030000,2007,5,3,0,240,6,***,148,BKN,5,3,2,12.5,**,**,**,*,82,76,1011.5,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200705022200,2007,5,2,2200,250,11,***,98,BKN,*,*,*,7,**,**,**,*,82,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705022100,2007,5,2,2100,240,11,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705022000,2007,5,2,2000,240,11,***,722,SCT,*,*,*,7,**,**,**,*,84,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021800,2007,5,2,1800,230,16,***,246,BKN,9,3,2,12.5,**,**,**,*,84,73,1009,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021730,2007,5,2,1730,210,15,***,722,***,*,*,*,7,**,**,**,*,86,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021700,2007,5,2,1700,210,15,***,722,***,*,*,*,7,**,**,**,*,86,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021530,2007,5,2,1530,190,14,***,98,BKN,*,*,*,7,**,**,**,*,90,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021400,2007,5,2,1400,190,14,***,108,BKN,*,*,*,7,**,**,**,*,91,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021330,2007,5,2,1330,170,14,***,98,BKN,*,*,*,7,**,**,**,*,91,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021300,2007,5,2,1300,190,15,***,98,BKN,*,*,*,7,**,**,**,*,91,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021230,2007,5,2,1230,150,13,***,98,BKN,*,*,*,7,**,**,**,*,****,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021200,2007,5,2,1200,170,11,***,108,BKN,2,3,6,12.5,**,**,**,*,91,75,1011.2,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021100,2007,5,2,1100,120,9,***,246,BKN,*,*,*,7,**,**,**,*,91,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021030,2007,5,2,1030,***,0,***,246,BKN,*,*,*,7,**,**,**,*,90,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200705021000,2007,5,2,1000,10,5,***,246,BKN,*,*,*,7,**,**,**,*,90,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200705020930,2007,5,2,930,190,3,***,15,BKN,*,*,*,7,**,**,**,*,88,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200705020900,2007,5,2,900,300,3,***,246,BKN,*,*,*,7,**,**,**,*,86,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200705020800,2007,5,2,800,260,6,***,722,***,*,*,*,6.2,**,**,**,*,84,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200705020700,2007,5,2,700,10,2,***,246,BKN,*,*,*,7,**,**,**,*,81,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705020600,2007,5,2,600,350,2,***,246,BKN,2,3,6,12.5,**,**,**,*,80,75,1011,29.85,******,***,79,*****,*****,*****,*****,**
654720,99999,200705020500,2007,5,2,500,***,0,***,246,BKN,*,*,*,7,**,**,**,*,81,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705020400,2007,5,2,400,310,2,***,722,***,*,*,*,6.2,**,**,**,*,81,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705020300,2007,5,2,300,310,5,***,722,***,*,*,*,6.2,**,**,**,*,81,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705020200,2007,5,2,200,290,5,***,722,***,*,*,*,6.2,**,**,**,*,81,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705020100,2007,5,2,100,300,6,***,246,BKN,*,*,*,7,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705020000,2007,5,2,0,250,7,***,345,BKN,5,0,6,12.5,**,**,**,*,82,76,1011.2,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200705012300,2007,5,1,2300,270,6,***,722,***,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705012200,2007,5,1,2200,260,11,***,722,***,*,*,*,7,**,**,**,*,82,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200705012100,2007,5,1,2100,240,10,***,722,***,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705012000,2007,5,1,2000,210,14,***,722,***,*,*,*,7,**,**,**,*,82,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705011900,2007,5,1,1900,210,11,***,246,BKN,*,*,*,7,**,**,**,*,84,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200705011800,2007,5,1,1800,220,14,***,722,BKN,9,0,6,12.5,**,**,**,*,84,75,1008,29.77,******,91,***,*****,*****,*****,*****,**
654720,99999,200705011600,2007,5,1,1600,200,17,***,722,***,*,*,*,7,**,**,**,*,90,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200705011400,2007,5,1,1400,170,16,***,722,***,*,*,*,7,**,**,**,*,91,73,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200705011300,2007,5,1,1300,180,16,***,722,***,*,*,*,7,**,**,**,*,91,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705011200,2007,5,1,1200,190,14,***,30,BKN,9,0,2,12.5,**,**,**,*,89,74,1010.9,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200705011100,2007,5,1,1100,260,9,***,722,***,*,*,*,7,**,**,**,*,91,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200705011000,2007,5,1,1000,270,11,***,16,BKN,*,*,*,7,**,**,**,*,90,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200705010800,2007,5,1,800,270,9,***,98,BKN,*,*,*,7,**,**,**,*,84,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705010600,2007,5,1,600,280,6,***,98,BKN,2,3,6,7.5,**,**,**,*,79,74,1010.3,*****,******,***,78,*****,*****,*****,*****,**
654720,99999,200705010500,2007,5,1,500,280,6,***,722,***,*,*,*,6.2,**,**,**,*,79,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200705010100,2007,5,1,100,290,8,***,246,BKN,*,*,*,7,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200705010000,2007,5,1,0,270,8,***,***,BKN,0,3,6,12.5,**,**,**,*,81,76,1010.9,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704302000,2007,4,30,2000,220,11,***,722,***,*,*,*,6.2,**,**,**,*,84,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704301900,2007,4,30,1900,230,10,***,98,BKN,*,*,*,7,**,**,**,*,84,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704301800,2007,4,30,1800,210,15,***,98,BKN,9,3,6,12.5,**,**,**,*,84,75,1009.1,29.8,******,93,***,*****,*****,*****,*****,**
654720,99999,200704301700,2007,4,30,1700,210,16,***,722,***,*,*,*,7,**,**,**,*,86,72,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704301600,2007,4,30,1600,210,14,***,722,***,*,*,*,7,**,**,**,*,86,73,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704301500,2007,4,30,1500,200,15,***,722,***,*,*,*,7,**,**,**,*,88,72,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704301400,2007,4,30,1400,210,15,***,722,***,*,*,*,7,**,**,**,*,90,73,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704301300,2007,4,30,1300,180,13,***,722,***,*,*,*,7,**,**,**,*,91,72,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704301200,2007,4,30,1200,200,14,***,722,BKN,2,3,2,12.5,**,**,**,*,92,73,1010.3,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704301100,2007,4,30,1100,180,5,***,722,SCT,*,*,*,7,**,**,**,*,90,73,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704301000,2007,4,30,1000,210,7,***,722,SCT,*,*,*,7,**,**,**,*,88,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704300700,2007,4,30,700,330,2,***,722,***,*,*,*,7,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704300600,2007,4,30,600,310,2,***,722,***,*,*,*,7,**,**,**,*,79,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704300100,2007,4,30,100,240,3,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704300000,2007,4,30,0,230,7,***,148,BKN,5,3,0,12.5,1,**,**,9,82,77,1011.5,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704292200,2007,4,29,2200,180,6,***,722,***,*,*,*,7,**,**,**,*,82,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704291400,2007,4,29,1400,180,***,***,722,SCT,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704291200,2007,4,29,1200,190,11,***,722,BKN,2,3,4,12.5,**,**,**,*,91,72,1013,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704291100,2007,4,29,1100,190,11,***,722,SCT,*,*,*,7,**,**,**,*,90,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704290730,2007,4,29,730,210,9,***,98,BKN,*,*,*,7,**,**,**,*,82,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704290700,2007,4,29,700,260,9,***,12,BKN,*,*,*,7,**,**,**,*,81,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704290630,2007,4,29,630,280,7,***,10,BKN,*,*,*,7,**,**,**,*,81,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704290600,2007,4,29,600,260,3,***,10,BKN,5,3,*,9.4,**,**,**,*,81,77,1011.5,29.85,******,***,80,*****,*****,*****,*****,**
654720,99999,200704290500,2007,4,29,500,270,3,***,10,BKN,*,*,*,7,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704290300,2007,4,29,300,270,2,***,10,BKN,*,*,*,7,**,**,**,*,81,77,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704290200,2007,4,29,200,270,2,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704290100,2007,4,29,100,240,5,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704290000,2007,4,29,0,240,6,***,722,***,5,0,0,11.2,**,**,**,*,82,77,1013.5,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704282330,2007,4,28,2330,***,0,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200704282300,2007,4,28,2300,220,10,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200704282230,2007,4,28,2230,240,6,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704282200,2007,4,28,2200,210,11,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200704282100,2007,4,28,2100,230,9,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704282030,2007,4,28,2030,250,10,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704282000,2007,4,28,2000,240,9,***,722,SCT,*,*,*,7,**,**,**,*,82,77,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704281800,2007,4,28,1800,190,14,***,246,BKN,9,3,2,12.5,**,**,**,*,84,77,1010.2,*****,******,93,***,*****,*****,*****,*****,**
654720,99999,200704281700,2007,4,28,1700,180,17,***,722,***,*,*,*,7,**,**,**,*,86,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704281600,2007,4,28,1600,180,16,***,722,***,*,*,*,7,**,**,**,*,88,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704281400,2007,4,28,1400,190,16,***,246,BKN,*,*,*,7,**,**,**,*,91,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704281200,2007,4,28,1200,200,14,***,246,***,2,0,2,11.2,**,**,**,*,93,74,1012,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704281100,2007,4,28,1100,280,8,***,246,BKN,*,*,*,7,**,**,**,*,91,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704281000,2007,4,28,1000,270,7,***,722,***,*,*,*,6.2,**,**,**,*,90,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704280900,2007,4,28,900,300,9,***,722,***,*,*,*,6.2,**,**,**,*,86,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704280600,2007,4,28,600,280,5,***,98,BKN,0,3,2,9.4,**,**,**,*,79,74,1012.2,*****,******,***,79,*****,*****,*****,*****,**
654720,99999,200704280000,2007,4,28,0,240,11,***,148,BKN,5,3,*,9.4,**,**,**,*,82,76,1013.7,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704272100,2007,4,27,2100,240,11,***,246,BKN,*,*,*,7,**,**,**,*,82,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271900,2007,4,27,1900,210,14,***,722,***,*,*,*,6.2,**,**,**,*,82,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271830,2007,4,27,1830,210,13,***,722,***,*,*,*,6.2,**,**,**,*,84,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271800,2007,4,27,1800,200,15,***,98,BKN,9,3,6,11.2,**,**,**,*,84,73,1009.7,29.83,******,90,***,*****,*****,*****,*****,**
654720,99999,200704271730,2007,4,27,1730,210,14,***,722,***,*,*,*,7,**,**,**,*,84,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271700,2007,4,27,1700,210,15,***,722,***,*,*,*,7,**,**,**,*,86,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271630,2007,4,27,1630,210,14,***,722,***,*,*,*,7,**,**,**,*,86,72,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271600,2007,4,27,1600,190,16,***,722,***,*,*,*,7,**,**,**,*,88,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271530,2007,4,27,1530,180,11,***,98,BKN,*,*,*,7,**,**,**,*,88,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271500,2007,4,27,1500,190,11,***,98,BKN,*,*,*,7,**,**,**,*,88,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271430,2007,4,27,1430,200,16,***,15,BKN,*,*,*,7,**,**,**,*,88,75,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271400,2007,4,27,1400,190,15,***,16,BKN,*,*,*,7,**,**,**,*,88,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271330,2007,4,27,1330,200,15,***,98,BKN,*,*,*,7,**,**,**,*,90,75,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271300,2007,4,27,1300,220,16,***,16,BKN,*,*,*,7,**,**,**,*,90,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271230,2007,4,27,1230,230,11,***,98,BKN,*,*,*,7,**,**,**,*,90,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271200,2007,4,27,1200,210,15,***,16,BKN,2,3,0,11.2,**,**,**,*,89,74,1013.2,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271030,2007,4,27,1030,220,13,***,15,BKN,*,*,*,7,**,**,**,*,88,75,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200704271000,2007,4,27,1000,220,14,***,15,BKN,*,*,*,7,**,**,**,*,88,75,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704270930,2007,4,27,930,210,13,***,15,BKN,*,*,*,7,**,**,**,*,****,****,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200704270900,2007,4,27,900,250,10,***,15,BKN,*,*,*,7,**,**,**,*,****,****,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704270830,2007,4,27,830,260,11,***,14,BKN,*,*,*,7,**,**,**,*,84,77,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704270800,2007,4,27,800,270,11,***,14,BKN,*,*,*,7,**,**,**,*,82,77,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200704270600,2007,4,27,600,270,11,***,10,BKN,5,3,*,9.4,**,**,**,*,81,76,1010.9,*****,******,***,80,*****,*****,*****,*****,**
654720,99999,200704270000,2007,4,27,0,250,11,***,148,BKN,5,3,6,9.4,**,**,**,*,82,76,1011.8,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704262300,2007,4,26,2300,270,9,***,246,BKN,*,*,*,7,**,**,**,*,82,75,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704262200,2007,4,26,2200,270,11,***,246,BKN,*,*,*,7,**,**,**,*,82,79,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200704262100,2007,4,26,2100,220,13,***,246,BKN,*,*,*,7,**,**,**,*,82,79,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704262000,2007,4,26,2000,210,15,***,722,***,*,*,*,7,**,**,**,*,82,79,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200704261800,2007,4,26,1800,240,17,***,10,BKN,5,3,6,9.4,**,**,**,*,83,78,1009.4,29.8,******,91,***,*****,*****,*****,*****,**
654720,99999,200704261200,2007,4,26,1200,210,19,***,345,BKN,2,0,6,9.4,**,**,**,*,91,75,1009.1,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704260900,2007,4,26,900,250,17,***,722,***,*,*,*,7,**,**,**,*,86,73,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704260000,2007,4,26,0,250,11,***,236,BKN,0,0,6,10,3,**,**,6,82,75,1010.2,29.83,******,***,***,*****,0,*****,*****,**
654720,99999,200704241800,2007,4,24,1800,210,15,***,246,BKN,*,*,*,7,**,**,**,*,84,75,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704241700,2007,4,24,1700,220,16,***,246,BKN,*,*,*,7,**,**,**,*,86,73,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200704241200,2007,4,24,1200,210,21,***,108,BKN,1,3,6,12.5,**,**,**,*,90,73,1008.5,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704241100,2007,4,24,1100,210,18,***,108,BKN,*,*,*,7,**,**,**,*,90,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704241000,2007,4,24,1000,200,11,***,108,BKN,*,*,*,7,**,**,**,*,90,72,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704240900,2007,4,24,900,270,3,***,108,BKN,*,*,*,7,**,**,**,*,86,70,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704240700,2007,4,24,700,280,9,***,246,BKN,*,*,*,7,**,**,**,*,81,72,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704240600,2007,4,24,600,290,6,***,722,BKN,0,3,6,9.4,**,**,**,*,78,73,1008.6,29.77,******,***,78,*****,*****,*****,*****,**
654720,99999,200704240500,2007,4,24,500,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704240400,2007,4,24,400,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704240300,2007,4,24,300,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704240100,2007,4,24,100,300,2,***,722,***,*,*,*,6.2,**,**,**,*,81,73,******,29.77,******,***,***,*****,*****,*****,*****,**
654720,99999,200704240000,2007,4,24,0,310,2,***,722,***,*,*,*,6.2,**,**,**,*,81,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704232300,2007,4,23,2300,300,3,***,722,***,*,*,*,6.2,**,**,**,*,82,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704232200,2007,4,23,2200,280,6,***,722,***,*,*,*,6.2,**,**,**,*,82,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704232030,2007,4,23,2030,***,0,***,722,SCT,*,*,*,7,**,**,**,*,84,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704232000,2007,4,23,2000,***,***,***,722,***,*,*,*,6.2,**,**,**,*,84,73,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704231800,2007,4,23,1800,160,11,***,722,***,*,*,*,7,**,**,**,*,86,75,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704230700,2007,4,23,700,310,9,***,722,***,*,*,*,6.2,**,**,**,*,79,72,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704230600,2007,4,23,600,300,9,***,98,BKN,0,3,*,9.4,**,**,**,*,76,70,1009.7,*****,******,***,75,*****,*****,*****,*****,**
654720,99999,200704230300,2007,4,23,300,270,11,***,722,***,*,*,*,6.2,**,**,**,*,77,72,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704230200,2007,4,23,200,300,3,***,722,SCT,*,*,*,7,**,**,**,*,77,72,******,29.83,******,***,***,*****,*****,*****,*****,**
654720,99999,200704230000,2007,4,23,0,270,6,***,148,BKN,5,3,6,6.2,**,**,**,*,79,72,1011.6,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200704221800,2007,4,22,1800,180,16,***,722,***,*,*,*,7,**,**,**,*,86,77,******,29.8,******,***,***,*****,*****,*****,*****,**
654720,99999,200704221700,2007,4,22,1700,190,17,***,722,***,*,*,*,7,**,**,**,*,88,77,******,29.74,******,***,***,*****,*****,*****,*****,**
654720,99999,200704221630,2007,4,22,1630,210,16,***,118,BKN,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
